id,query,answer_ids,answer_ids_list,answer_count
7920,"Looking for a good quality, budget-friendly indoor futsal ball. Enjoyed using both Select Sport America Jinga Futsal Ball and NIKE Clube Reflect Ball [Reflect Silver] (Pro) previously. Not on the hunt for a size 5 ball, open to other sizes.",[819190],['819190'],1
9090,"What are some good tennis shorts that offer freedom of movement, ideally with a crotch gusset, and also come with easily accessible front pockets? Additionally, they should have a design that allows for ventilation and keeps you dry.","[954378, 956463]","['954378', '956463']",2
6703,"Is there a billiard cue tip repair kit available that includes a tip shaper, sharpener, and clamp, ideally compatible with my Silver Cup Billiard/Pool Cone Chalk and Cuetec Bowtie 3-in-1 Billiard Cue Tip Tool (Scuffer/Shaper/Aerator)?","[179585, 675170, 466981, 48197, 515053, 444142, 444145, 741652, 450390, 32537, 515163, 642685, 805598, 810495]","['179585', '675170', '466981', '48197', '515053', '444142', '444145', '741652', '450390', '32537', '515163', '642685', '805598', '810495']",14
3592,What are some value-for-money sports event watches that have positive customer reviews and would pair well with the Absorbine Hooflex Magic Cushion Hoof Packing?,[327112],['327112'],1
3065,Looking for a Football Fanatics brand hand sanitizer dispenser that is compatible with any type of hand sanitizer refill and features an NFL team theme.,"[267841, 267996, 267844]","['267841', '267996', '267844']",3
800,Looking for a simple and sturdy RCBS brand powder measure rotor made from a single piece of steel. Any suggestions?,"[35298, 22982, 35337, 22827, 22810, 283054, 41779, 22938]","['35298', '22982', '35337', '22827', '22810', '283054', '41779', '22938']",8
2344,Looking for a popular baseball team t-shirt with a genuine Majestic logo situated above the design. Is there one with a vintage-style screen printed logo? Any recommendations?,[191095],['191095'],1
6360,"What are some LED skateboard wheels with bright, quick lights and high-quality trucks available on Amazon?","[616067, 563238, 634951, 487368, 255181, 706766, 401998, 259797, 639096, 586745, 604986, 496410]","['616067', '563238', '634951', '487368', '255181', '706766', '401998', '259797', '639096', '586745', '604986', '496410']",12
1405,"Looking for a traditional scimitar sword with a hand-forged blade, enhanced with a solid brass guard and pommel, to complete my collection.","[85722, 748931]","['85722', '748931']",2
56,Looking for durable Dart World brand dart flights that resist easy tearing. Any recommendations?,"[775873, 236068, 775883, 436395, 775852, 436398, 138351, 236112, 23820, 236114, 23830, 1082, 775839]","['775873', '236068', '775883', '436395', '775852', '436398', '138351', '236112', '23820', '236114', '23830', '1082', '775839']",13
5839,Is there a girls' tank top available from the Limeapple brand?,[576546],['576546'],1
69,Could you recommend any durable attwood anchors made of strong zinc-plated steel that are not too small and effective?,"[180480, 30865, 1228, 180501]","['180480', '30865', '1228', '180501']",4
5428,Where can I find an authentic German bike lock with a glow-in-the-dark key?,"[533785, 508834, 525713, 274985]","['533785', '508834', '525713', '274985']",4
711,Looking for a hands-free fitness watch with reliable satellite connectivity and accurate tracking for running sessions. Can you suggest one?,"[12708, 449384, 773577, 575468, 449389, 825006, 579629, 568720, 623153, 14009]","['12708', '449384', '773577', '575468', '449389', '825006', '579629', '568720', '623153', '14009']",10
265,What's a good medium-sized camouflage rucksack suitable for hiking and camping activities?,"[867744, 692071, 891659, 771019, 771023, 903889, 3961, 771034]","['867744', '692071', '891659', '771019', '771023', '903889', '3961', '771034']",8
1586,Can you recommend a youth equipment bag with a sling for easy carrying and a pouch to hold my kid's gear?,"[142480, 919024, 106898, 330711, 42010]","['142480', '919024', '106898', '330711', '42010']",5
4405,Looking for an easy-to-change Nike golf putter headcover. Can you assist?,[423581],['423581'],1
6159,"Where can I find a complete headlight and tail light kit for a 2008 or newer Club Car Precedent Electric Golf Cart? It should come with comprehensive installation instructions and diagram, along with the necessary hardware. Any suggestions?","[580000, 611106, 579621, 774670, 737150, 922359, 560510]","['580000', '611106', '579621', '774670', '737150', '922359', '560510']",7
6653,"What are some well-made, premium padded football card collector album binders that can hold a large collection of cards?","[226626, 667172, 100229, 226629, 666826, 804561, 771097]","['226626', '667172', '100229', '226629', '666826', '804561', '771097']",7
1074,"Are there any lightweight chrome fenders or splash guards for a retro road bike that pairs well with the Wald Steel Fender Set 952-24 24"" Middleweight Chrome, adding a stylish accent to my ride?",[51758],['51758'],1
1413,Is there a reliable lat/row attachment compatible with my Marcy Folding Standard Weight Bench – Easy Storage MWB-20100? Looking for suggestions.,"[31352, 86585, 46205, 211439]","['31352', '86585', '46205', '211439']",4
4464,"Looking for a Rocawear men's sport watch that's rigid, ideal for diving, and comes with a protective stainless steel enclosure.","[430735, 430739, 430740, 430744, 423605, 423624, 444622, 444624, 444625, 444626, 426451, 444628, 444629, 430678, 444633, 426457, 444635, 444636, 426461, 426462]","['430735', '430739', '430740', '430744', '423605', '423624', '444622', '444624', '444625', '444626', '426451', '444628', '444629', '430678', '444633', '426457', '444635', '444636', '426461', '426462']",20
3677,What are some effective aluminum tri-fold rivets for securely gripping thin fiberglass materials?,"[335575, 909400, 736377, 909403, 610012, 610015]","['335575', '909400', '736377', '909403', '610012', '610015']",6
8414,"What are some recommendations for an ultra-comfortable sleeping pad with rails and a headrest for overnight stays, preferably with dual valve functionality for quick inflation? I don't mind if it's not compact or suitable for backpacking.","[704106, 724786, 412271, 876055]","['704106', '724786', '412271', '876055']",4
2138,Is there a high-quality biker bell available on Amazon that is both visually appealing and functional? I'd appreciate it if it could be delivered quickly as well.,"[166978, 508419, 254790, 179527, 463527, 288650, 139818, 792974, 51247, 321266, 525618, 455828, 256821, 382419, 435863, 107704]","['166978', '508419', '254790', '179527', '463527', '288650', '139818', '792974', '51247', '321266', '525618', '455828', '256821', '382419', '435863', '107704']",16
8191,"Looking for a comfortable, ambidextrous hip holster to accommodate a 3.8-inch compact pistol. Preferably one recommended for everyday wear.","[376928, 439552, 716066, 478085, 805798, 684742, 491813, 716074, 945068, 820271, 851792, 802962, 716060, 355487]","['376928', '439552', '716066', '478085', '805798', '684742', '491813', '716074', '945068', '820271', '851792', '802962', '716060', '355487']",14
5070,What are some highly rated Izzo golf balls that are ideal for practice and deliver as promised in their description?,"[554181, 492511]","['554181', '492511']",2
2114,Are there any Texas-made hackamores similar to the Kelly SS Leather Nose Cable Center Hackamore Bit Horse Tack 25102-0-0? I've used this one before and liked it. Suggestions for products frequently viewed with it would also be appreciated.,[164151],['164151'],1
8181,"Looking for a reliable workout shirt that is both water-resistant and breathable. Also, I recently bought Under Armour Men's Storm Armour Fleece Pants, and I'm searching for a shirt that would match well with them. Any recommendations?",[850366],['850366'],1
8405,Where can I find a shave-ready straight razor with an extended open length of approximately 9-3/4 inches?,"[851488, 922353, 875293]","['851488', '922353', '875293']",3
7250,"I'm looking for a high-quality officially licensed NFL team roundel mat that sports authentic team colors. Currently, I own a Fanmats Washington Redskins Team Football Mat and I'm aiming to find a similar mat to complement it. I've heard positive reviews about the Team Sports America NFL Embossed Floor Mat, 18 x 30 inches and I'm contemplating getting it too. However, it's essential for me that the mat is durable and doesn't fray quickly.",[739984],['739984'],1
7571,"Looking for a women's running tank that wicks away moisture, has a great fit, and doesn't bunch or ride up. What would be a good match for my favorite Oiselle Women's Jogging Knicker in terms of comfort?","[777712, 798713, 685728]","['777712', '798713', '685728']",3
7137,"What would be a good replacement chain for my Izumi Gold Single-Speed Bicycle Chain 1/2"" x 1/8"" 116-Links perfect for cycling? Any recommendations?","[725130, 695819, 725132, 81877, 60600, 767225, 666076, 434749, 527742]","['725130', '695819', '725132', '81877', '60600', '767225', '666076', '434749', '527742']",9
477,"Can you recommend a highly detailed Mark Martin die-cast figurine, preferably in a 1:24 scale? I'm a big fan of his.",[6857],['6857'],1
8770,"I need foam sheets compatible with the Kydex Holster GS 8 Eyelet Setting Dies I bought recently, which I can use to construct sheaths and holsters.","[919408, 919403]","['919408', '919403']",2
751,Looking for a durable swim mask that offers a two-year limited warranty for assured peace of mind.,"[17097, 17098, 17102, 17137, 194906, 17117, 914878]","['17097', '17098', '17102', '17137', '194906', '17117', '914878']",7
4949,Can you suggest some imported men's pullover from the Antigua brand made of anti-pill fleece?,"[88512, 88514, 479746, 479747, 88523, 482828, 479726, 479759, 354193, 479732, 285685, 482840, 300954]","['88512', '88514', '479746', '479747', '88523', '482828', '479726', '479759', '354193', '479732', '285685', '482840', '300954']",13
5737,"Looking for a men's undershirt on Amazon with consistently high ratings, available since summer 2016, and with an impressive full-star customer rating.","[113968, 564659]","['113968', '564659']",2
3125,"Can you suggest an efficient gun cleaning mop made by Interstate Arms Corp? It's typically part of my purchase along with Outers .40 - .45/.458 Caliber Wool Mop/Swab and Birchwood Casey Gun Cleaning Patch for 2 1/4"" Square 9 mm/.38/.45 Caliber pack of 500.",[276128],['276128'],1
468,Can you suggest a stylish and comfortable women's down vest that features an adjustable cord at the hem?,"[509665, 591267, 518248, 518024, 852331, 176111, 532495, 518002, 383795, 518740, 398485, 383799, 663928, 898104, 131292, 292286, 6748]","['509665', '591267', '518248', '518024', '852331', '176111', '532495', '518002', '383795', '518740', '398485', '383799', '663928', '898104', '131292', '292286', '6748']",17
